"#""+ BPC Scan stir_75um_sp-r002.d """,,
2025,33.735,994
2026,33.752,908
2027,33.768,1043
2028,33.785,695
2029,33.802,745
2030,33.818,955
2031,33.835,784
2032,33.852,728
2033,33.868,814
2034,33.885,773
2035,33.901,818
2036,33.918,859
2037,33.935,808
2038,33.951,964
2039,33.968,814
2040,33.985,1039
2041,34.001,1549
2042,34.018,770
2043,34.035,776
2044,34.051,1113
2045,34.068,859
2046,34.084,1102
2047,34.101,794
2048,34.118,784
2049,34.134,911
2050,34.151,665
2051,34.168,835
2052,34.184,1043
2053,34.201,791
2054,34.217,913
2055,34.234,840
2056,34.251,546
2057,34.267,1005
2058,34.284,1067
2059,34.301,580
2060,34.317,1071
2061,34.334,1255
2062,34.351,792
2063,34.367,1008
2064,34.384,776
2065,34.4,939
2066,34.417,767
2067,34.434,718
2068,34.45,1038
2069,34.467,848
2070,34.484,961
2071,34.5,1224
2072,34.517,893
2073,34.534,648
2074,34.55,833
2075,34.567,938
2076,34.583,1008
2077,34.6,948
2078,34.617,741
2079,34.633,710
2080,34.65,672
2081,34.667,893
2082,34.683,570
2083,34.7,1007
2084,34.716,563
2085,34.733,618
2086,34.75,934
2087,34.766,892
2088,34.783,916
2089,34.8,1274
2090,34.816,613
2091,34.833,1073
2092,34.85,1075
2093,34.866,658
2094,34.883,659
2095,34.899,596
2096,34.916,1026
2097,34.933,995
2098,34.949,854
2099,34.966,755
2100,34.983,718
2101,34.999,780
2102,35.016,771
2103,35.033,780
2104,35.049,1235
2105,35.066,1265
2106,35.082,711
2107,35.099,973
2108,35.116,997
2109,35.132,771
2110,35.149,815
2111,35.166,1027
2112,35.182,898
2113,35.199,803
2114,35.215,831
2115,35.232,949
2116,35.249,734
2117,35.265,914
2118,35.282,728
2119,35.299,910
2120,35.315,1162
2121,35.332,892
2122,35.349,904
2123,35.365,848
2124,35.382,922
2125,35.398,650
2126,35.415,644
2127,35.432,1142
2128,35.448,598
2129,35.465,741
2130,35.482,1099
2131,35.498,732
2132,35.515,774
2133,35.532,945
2134,35.548,1254
2135,35.565,621
2136,35.581,778
2137,35.598,823
2138,35.615,1111
2139,35.631,831
2140,35.648,965
2141,35.665,1050
2142,35.681,829
2143,35.698,823
2144,35.715,792
2145,35.731,1013
2146,35.748,873
2147,35.764,1173
2148,35.781,857
2149,35.798,982
2150,35.814,789
2151,35.831,821
2152,35.848,892
2153,35.864,592
2154,35.881,1049
2155,35.897,644
2156,35.914,1834
2157,35.931,742
2158,35.947,782
2159,35.964,871
2160,35.981,965
2161,35.997,884
2162,36.014,941
2163,36.031,920
2164,36.047,804
2165,36.064,660
2166,36.08,1102
2167,36.097,1350
2168,36.114,685
2169,36.13,1050
2170,36.147,553
2171,36.164,1059
2172,36.18,1032
2173,36.197,783
2174,36.214,1280
2175,36.23,707
2176,36.247,1058
2177,36.263,875
2178,36.28,973
2179,36.297,968
2180,36.313,1007
2181,36.33,984
2182,36.347,1084
2183,36.363,1260
2184,36.38,973
2185,36.396,944
2186,36.413,1026
2187,36.43,1095
2188,36.446,738
2189,36.463,645
2190,36.48,914
2191,36.496,1033
2192,36.513,981
2193,36.53,748
2194,36.546,1251
2195,36.563,1034
2196,36.579,1114
2197,36.596,828
2198,36.613,970
2199,36.629,783
2200,36.646,1043
2201,36.663,838
2202,36.679,794
2203,36.696,760
2204,36.713,1134
2205,36.729,1239
2206,36.746,1099
2207,36.762,931
2208,36.779,715
2209,36.796,1291
2210,36.812,1094
2211,36.829,763
2212,36.846,894
2213,36.862,1079
2214,36.879,728
2215,36.895,750
2216,36.912,727
2217,36.929,920
2218,36.945,872
2219,36.962,1497
2220,36.979,1017
2221,36.995,1454
2222,37.012,722
2223,37.029,781
2224,37.045,945
2225,37.062,1072
2226,37.078,962
2227,37.095,1061
2228,37.112,986
2229,37.128,949
2230,37.145,844
2231,37.162,725
2232,37.178,1249
2233,37.195,542
2234,37.212,862
2235,37.228,880
2236,37.245,590
2237,37.261,596
2238,37.278,750
2239,37.295,1199
2240,37.311,760
2241,37.328,893
2242,37.345,751
2243,37.361,924
2244,37.378,1309
2245,37.394,1250
2246,37.411,925
2247,37.428,1528
2248,37.444,845
2249,37.461,1165
2250,37.478,795
2251,37.494,1015
2252,37.511,865
2253,37.528,787
2254,37.544,777
2255,37.561,1134
2256,37.577,1069
2257,37.594,836
2258,37.611,949
2259,37.627,1064
2260,37.644,1167
2261,37.661,900
2262,37.677,639
2263,37.694,732
2264,37.711,728
2265,37.727,855
2266,37.744,1041
2267,37.76,821
2268,37.777,788
2269,37.794,1317
2270,37.81,938
2271,37.827,811
2272,37.844,953
2273,37.86,692
2274,37.877,1353
2275,37.893,863
2276,37.91,1017
2277,37.927,921
2278,37.943,1113
2279,37.96,824
2280,37.977,668
2281,37.993,1069
2282,38.01,1057
2283,38.027,910
2284,38.043,1008
2285,38.06,816
2286,38.076,990
2287,38.093,652
2288,38.11,874
2289,38.126,1066
2290,38.143,841
2291,38.16,808
2292,38.176,751
2293,38.193,960
2294,38.21,834
2295,38.226,871
2296,38.243,922
2297,38.259,1061
2298,38.276,905
2299,38.293,840
2300,38.309,1440
2301,38.326,793
2302,38.343,728
2303,38.359,788
2304,38.376,678
2305,38.392,800
2306,38.409,1166
2307,38.426,937
2308,38.442,996
2309,38.459,1186
2310,38.476,967
2311,38.492,806
2312,38.509,995
2313,38.526,704
2314,38.542,1012
2315,38.559,759
2316,38.575,650
2317,38.592,848
2318,38.609,1181
2319,38.625,951
2320,38.642,995
2321,38.659,893
2322,38.675,877
2323,38.692,1137
2324,38.709,1010
2325,38.725,994
2326,38.742,671
2327,38.758,536
2328,38.775,738
2329,38.792,900
2330,38.808,583
2331,38.825,1343
2332,38.842,1360
2333,38.858,823
2334,38.875,814
2335,38.891,1308
2336,38.908,802
2337,38.925,972
2338,38.941,951
2339,38.958,814
2340,38.975,805
2341,38.991,786
2342,39.008,1250
2343,39.025,890
2344,39.041,929
2345,39.058,658
2346,39.074,559
2347,39.091,751
2348,39.108,858
2349,39.124,923
2350,39.141,913
2351,39.158,960
2352,39.174,948
2353,39.191,980
2354,39.208,1655
2355,39.224,1104
2356,39.241,1175
2357,39.257,730
2358,39.274,733
2359,39.291,973
2360,39.307,977
2361,39.324,828
2362,39.341,578
2363,39.357,1222
2364,39.374,1363
2365,39.39,855
2366,39.407,1077
2367,39.424,764
2368,39.44,640
2369,39.457,1031
2370,39.474,996
2371,39.49,785
2372,39.507,662
2373,39.524,1091
2374,39.54,1042
2375,39.557,832
2376,39.573,1083
2377,39.59,944
2378,39.607,765
2379,39.623,766
2380,39.64,804
2381,39.657,1128
2382,39.673,668
2383,39.69,842
2384,39.707,1028
2385,39.723,778
2386,39.74,893
2387,39.756,809
2388,39.773,931
2389,39.79,970
2390,39.806,979
2391,39.823,1218
2392,39.84,884
2393,39.856,794
2394,39.873,805
2395,39.889,1015
2396,39.906,712
2397,39.923,946
2398,39.939,686
2399,39.956,929
2400,39.973,1311
2401,39.989,824
2402,40.006,792
2403,40.023,790
2404,40.039,894
2405,40.056,801
2406,40.072,832
2407,40.089,878
2408,40.106,965
2409,40.122,894
2410,40.139,871
2411,40.156,858
2412,40.172,786
2413,40.189,591
2414,40.206,1638
2415,40.222,765
2416,40.239,1053
2417,40.255,922
2418,40.272,1151
2419,40.289,1019
2420,40.305,888
2421,40.322,899
2422,40.339,630
2423,40.355,810
2424,40.372,911
2425,40.388,743
2426,40.405,1229
2427,40.422,1129
2428,40.438,939
2429,40.455,1184
2430,40.472,1149
2431,40.488,767
2432,40.505,996
2433,40.522,750
2434,40.538,912
2435,40.555,866
2436,40.571,960
2437,40.588,897
2438,40.605,851
2439,40.621,529
2440,40.638,1099
2441,40.655,831
2442,40.671,815
2443,40.688,775
2444,40.705,985
2445,40.721,798
2446,40.738,1899
2447,40.754,869
2448,40.771,928
2449,40.788,1205
2450,40.804,854
2451,40.821,952
2452,40.838,837
2453,40.854,1055
2454,40.871,794
2455,40.887,1028
2456,40.904,1095
2457,40.921,759
2458,40.937,1192
2459,40.954,949
2460,40.971,922
2461,40.987,870
2462,41.004,910
2463,41.021,823
2464,41.037,709
2465,41.054,794
2466,41.07,787
2467,41.087,1204
2468,41.104,1139
2469,41.12,1052
2470,41.137,967
2471,41.154,1070
2472,41.17,664
2473,41.187,812
2474,41.204,1235
2475,41.22,1383
2476,41.237,802
2477,41.253,1223
2478,41.27,704
2479,41.287,783
2480,41.303,1047
2481,41.32,1012
2482,41.337,1060
2483,41.353,928
2484,41.37,965
2485,41.386,1062
2486,41.403,693
2487,41.42,828
2488,41.436,974
2489,41.453,803
2490,41.47,1017
2491,41.486,848
2492,41.503,849
2493,41.52,836
2494,41.536,1034
2495,41.553,598
2496,41.569,1028
2497,41.586,1015
2498,41.603,1258
2499,41.619,856
2500,41.636,904
2501,41.653,819
2502,41.669,986
2503,41.686,1632
2504,41.702,691
2505,41.719,626
2506,41.736,762
2507,41.752,1424
2508,41.769,1020
2509,41.786,1122
2510,41.802,847
2511,41.819,951
2512,41.836,1254
2513,41.852,1149
2514,41.869,874
2515,41.885,794
2516,41.902,563
2517,41.919,1287
2518,41.935,1070
2519,41.952,857
2520,41.969,1089
2521,41.985,1255
2522,42.002,738
2523,42.019,1245
2524,42.035,1002
2525,42.052,1094
2526,42.068,1102
2527,42.085,775
2528,42.102,1150
2529,42.118,735
2530,42.135,1037
2531,42.152,1056
2532,42.168,1157
2533,42.185,898
2534,42.201,871
2535,42.218,864
2536,42.235,775
2537,42.251,1054
2538,42.268,801
2539,42.285,626
2540,42.301,897
2541,42.318,1136
2542,42.335,740
2543,42.351,1003
2544,42.368,1066
2545,42.384,1245
2546,42.401,1036
2547,42.418,1490
2548,42.434,950
2549,42.451,964
2550,42.468,921
2551,42.484,853
2552,42.501,872
2553,42.518,1403
2554,42.534,1181
2555,42.551,886
2556,42.567,965
2557,42.584,805
2558,42.601,1006
2559,42.617,807
2560,42.634,851
2561,42.651,941
2562,42.667,1152
2563,42.684,1036
2564,42.7,922
2565,42.717,1035
2566,42.734,907
2567,42.75,1125
2568,42.767,905
2569,42.784,1179
2570,42.8,1042
2571,42.817,662
2572,42.834,1312
2573,42.85,892
2574,42.867,1109
2575,42.883,985
2576,42.9,1446
2577,42.917,993
2578,42.933,1058
2579,42.95,1052
2580,42.967,1080
2581,42.983,1253
2582,43,907
2583,43.017,1164
2584,43.033,1094
2585,43.05,1163
2586,43.066,844
2587,43.083,872
2588,43.1,1009
2589,43.116,1368
2590,43.133,885
2591,43.15,726
2592,43.166,1141
2593,43.183,889
2594,43.199,810
2595,43.216,815
2596,43.233,982
2597,43.249,988
2598,43.266,904
2599,43.283,1450
2600,43.299,808
2601,43.316,1219
2602,43.333,720
2603,43.349,1213
2604,43.366,1384
2605,43.382,1328
2606,43.399,1283
2607,43.416,643
2608,43.432,1099
2609,43.449,814
2610,43.466,845
2611,43.482,1512
2612,43.499,1277
2613,43.516,1536
2614,43.532,810
2615,43.549,1070
2616,43.565,878
2617,43.582,938
2618,43.599,1287
2619,43.615,955
2620,43.632,955
2621,43.649,1137
2622,43.665,911
2623,43.682,751
2624,43.698,1546
2625,43.715,893
2626,43.732,1456
2627,43.748,752
2628,43.765,980
2629,43.782,1104
2630,43.798,1098
2631,43.815,757
2632,43.832,847
2633,43.848,891
2634,43.865,1161
2635,43.881,703
2636,43.898,1575
2637,43.915,776
2638,43.931,966
2639,43.948,1088
2640,43.965,1206
2641,43.981,622
2642,43.998,1015
2643,44.015,1101
2644,44.031,828
2645,44.048,1098
2646,44.064,1017
2647,44.081,981
2648,44.098,920
2649,44.114,1026
2650,44.131,832
2651,44.148,1074
2652,44.164,1748
2653,44.181,1362
2654,44.197,1078
2655,44.214,878
2656,44.231,1099
2657,44.247,1175
2658,44.264,1147
2659,44.281,1281
2660,44.297,1227
2661,44.314,999
2662,44.331,1039
2663,44.347,987
2664,44.364,1298
2665,44.38,1223
2666,44.397,1490
2667,44.414,1078
2668,44.43,924
2669,44.447,1066
2670,44.464,798
2671,44.48,992
2672,44.497,881
2673,44.514,1237
2674,44.53,938
2675,44.547,1441
2676,44.563,919
2677,44.58,700
2678,44.597,1112
2679,44.613,1535
2680,44.63,1269
2681,44.647,1485
2682,44.663,1264
2683,44.68,1070
2684,44.696,1656
2685,44.713,1159
2686,44.73,1127
2687,44.746,1584
2688,44.763,1046
2689,44.78,920
2690,44.796,1347
2691,44.813,1419
2692,44.83,1126
2693,44.846,1122
2694,44.863,1812
2695,44.879,1144
2696,44.896,1453
2697,44.913,990
2698,44.929,1740
2699,44.946,1251
2700,44.963,1121
2701,44.979,1132
2702,44.996,1052
2703,45.013,754
2704,45.029,1114
2705,45.046,1065
2706,45.062,919
2707,45.079,1263
2708,45.096,781
2709,45.112,1076
2710,45.129,1022
2711,45.146,1061
2712,45.162,1613
2713,45.179,1539
2714,45.195,1524
2715,45.212,1360
2716,45.229,1408
2717,45.245,1197
2718,45.262,1085
2719,45.279,1989
2720,45.295,1420
2721,45.312,1031
2722,45.329,1354
2723,45.345,1078
2724,45.362,1737
2725,45.378,1032
2726,45.395,1109
2727,45.412,1257
2728,45.428,991
2729,45.445,970
2730,45.462,1158
2731,45.478,676
2732,45.495,1344
2733,45.512,995
2734,45.528,1703
2735,45.545,1135
2736,45.561,1069
2737,45.578,859
2738,45.595,952
2739,45.611,1313
2740,45.628,794
2741,45.645,1448
2742,45.661,1905
2743,45.678,1373
2744,45.694,1630
2745,45.711,1082
2746,45.728,1311
2747,45.744,1248
2748,45.761,1071
2749,45.778,1205
2750,45.794,1245
2751,45.811,1178
2752,45.828,1225
2753,45.844,939
2754,45.861,1311
2755,45.877,930
2756,45.894,1231
2757,45.911,1061
2758,45.927,1620
2759,45.944,894
2760,45.961,822
2761,45.977,1079
2762,45.994,1097
2763,46.011,981
2764,46.027,1155
2765,46.044,1086
2766,46.06,867
2767,46.077,1077
2768,46.094,931
2769,46.11,1010
2770,46.127,1258
2771,46.144,724
2772,46.16,989
2773,46.177,1069
2774,46.193,1145
2775,46.21,1014
2776,46.227,1236
2777,46.243,1445
2778,46.26,1452
2779,46.277,1138
2780,46.293,883
2781,46.31,1480
2782,46.327,964
2783,46.343,872
2784,46.36,1834
2785,46.376,1476
2786,46.393,1339
2787,46.41,1134
2788,46.426,1110
2789,46.443,1164
2790,46.46,1577
2791,46.476,1310
2792,46.493,1422
2793,46.51,1181
2794,46.526,1376
2795,46.543,1077
2796,46.559,1288
2797,46.576,1177
2798,46.593,1251
2799,46.609,1420
2800,46.626,1125
2801,46.643,1475
2802,46.659,886
2803,46.676,1170
2804,46.692,1404
2805,46.709,1148
2806,46.726,1053
2807,46.742,962
2808,46.759,981
2809,46.776,755
2810,46.792,2008
2811,46.809,1377
2812,46.826,1614
2813,46.842,1192
2814,46.859,1011
2815,46.875,921
2816,46.892,1187
2817,46.909,1411
2818,46.925,1412
2819,46.942,1159
2820,46.959,1769
2821,46.975,1523
2822,46.992,1417
2823,47.009,1634
2824,47.025,1254
2825,47.042,1132
2826,47.058,1659
2827,47.075,1066
2828,47.092,1676
2829,47.108,1667
2830,47.125,1126
2831,47.142,1502
2832,47.158,1474
2833,47.175,1401
2834,47.191,1390
2835,47.208,1436
2836,47.225,994
2837,47.241,1581
2838,47.258,1497
2839,47.275,1357
2840,47.291,1291
2841,47.308,1276
2842,47.325,1563
2843,47.341,1523
2844,47.358,1156
2845,47.374,1658
2846,47.391,1345
2847,47.408,896
2848,47.424,1215
2849,47.441,1303
2850,47.458,1033
2851,47.474,1198
2852,47.491,1752
2853,47.508,1394
2854,47.524,1189
2855,47.541,1346
2856,47.557,1366
2857,47.574,1085
2858,47.591,1236
2859,47.607,1080
2860,47.624,1459
2861,47.641,1186
2862,47.657,1287
2863,47.674,1436
2864,47.69,1162
2865,47.707,1301
2866,47.724,1738
2867,47.74,1439
2868,47.757,1305
2869,47.774,1896
2870,47.79,1324
2871,47.807,1332
2872,47.824,961
2873,47.84,1165
2874,47.857,1579
2875,47.873,829
2876,47.89,1221
2877,47.907,1725
2878,47.923,1453
2879,47.94,1249
2880,47.957,1032
2881,47.973,1001
2882,47.99,1496
2883,48.007,1361
2884,48.023,1589
2885,48.04,1396
2886,48.056,2197
2887,48.073,1335
2888,48.09,1076
2889,48.106,1057
2890,48.123,1420
2891,48.14,1188
2892,48.156,1235
2893,48.173,1325
2894,48.189,1185
2895,48.206,1774
2896,48.223,1158
2897,48.239,867
2898,48.256,1288
2899,48.273,1371
2900,48.289,1822
2901,48.306,1277
2902,48.323,1464
2903,48.339,1686
2904,48.356,1381
2905,48.372,1299
2906,48.389,1366
2907,48.406,1901
2908,48.422,1806
2909,48.439,1189
2910,48.456,1435
2911,48.472,1157
2912,48.489,1138
2913,48.506,1769
2914,48.522,1459
2915,48.539,1224
2916,48.555,1414
2917,48.572,1346
2918,48.589,1238
2919,48.605,1100
2920,48.622,1619
2921,48.639,1210
2922,48.655,1655
2923,48.672,1548
2924,48.688,1315
2925,48.705,1523
2926,48.722,1077
2927,48.738,1269
2928,48.755,986
2929,48.772,1266
2930,48.788,1206
2931,48.805,1536
2932,48.822,1299
2933,48.838,1230
2934,48.855,1479
2935,48.871,1222
2936,48.888,1294
2937,48.905,1445
2938,48.921,1365
2939,48.938,1406
2940,48.955,1313
2941,48.971,981
2942,48.988,1537
2943,49.005,1840
2944,49.021,979
2945,49.038,1501
2946,49.054,1285
2947,49.071,1109
2948,49.088,1110
2949,49.104,1072
2950,49.121,1608
2951,49.138,1097
2952,49.154,1228
2953,49.171,1239
2954,49.187,1192
2955,49.204,1297
2956,49.221,1291
2957,49.237,1304
2958,49.254,1317
2959,49.271,1519
2960,49.287,1367
2961,49.304,1192
2962,49.321,1076
2963,49.337,1151
2964,49.354,1038
2965,49.37,1218
2966,49.387,1357
2967,49.404,1288
2968,49.42,1286
2969,49.437,1572
2970,49.454,1386
2971,49.47,1346
2972,49.487,1675
2973,49.504,1398
2974,49.52,1763
2975,49.537,935
2976,49.553,1253
2977,49.57,1169
2978,49.587,1118
2979,49.603,900
2980,49.62,1433
2981,49.637,1109
2982,49.653,1250
2983,49.67,1142
2984,49.686,1021
2985,49.703,1034
2986,49.72,1081
2987,49.736,1376
2988,49.753,1028
2989,49.77,1463
2990,49.786,1060
2991,49.803,1290
2992,49.82,1463
2993,49.836,1276
2994,49.853,1163
2995,49.869,1278
2996,49.886,1244
2997,49.903,2009
2998,49.919,1081
2999,49.936,1336
3000,49.953,1286
3001,49.969,1392
3002,49.986,1157
